Kernel,N,State,RMSE,MAE,R2
SqExp,5,Prey,2.55486831515609,1.96757698051465,-0.00941784900792242
SqExp,5,Predator,2.88139364212495,2.434388174392,-0.0194920787943791
Matern 1/2,5,Prey,2.55486814726417,1.96757680574856,-0.00941771634112687
Matern 1/2,5,Predator,2.88139322006323,2.43438779986423,-0.0194917801274141
Matern 3/2,5,Prey,2.5548680167998,1.96757669739869,-0.00941761324927781
Matern 3/2,5,Predator,2.88139345853967,2.43438799865192,-0.0194919488824326
Matern 5/2,5,Prey,2.55486826222202,1.96757692928173,-0.00941780717986096
Matern 5/2,5,Predator,2.88139358649367,2.4343881305135,-0.0194920394275637
RatQuad,5,Prey,2.55486831178627,1.96757697877537,-0.00941784634511666
RatQuad,5,Predator,2.88139336422167,2.43438790708547,-0.0194918821394181
Periodic,5,Prey,2.55486832096003,1.96757699141165,-0.00941785359414826
Periodic,5,Predator,2.88139365105482,2.43438817761275,-0.0194920851135028
SqExp,10,Prey,2.54777526960626,1.99845685167734,-0.00382076375101126
SqExp,10,Predator,2.09289640882724,1.42920559822222,0.462133947935179
Matern 1/2,10,Prey,2.03749187056338,1.42380921392956,0.358013776695753
Matern 1/2,10,Predator,2.34019789226757,1.61457403853374,0.327513088168613
Matern 3/2,10,Prey,2.02370971618735,1.38497629124586,0.366669544477578
Matern 3/2,10,Predator,2.34107652912177,1.56058982725427,0.327008017457055
Matern 5/2,10,Prey,2.02760678712765,1.3842665178381,0.364227978728676
Matern 5/2,10,Predator,2.2719634585199,1.52690193744031,0.366157504532626
RatQuad,10,Prey,2.54777528104973,1.99845703732557,-0.00382077276844428
RatQuad,10,Predator,2.09289779083028,1.42920691114981,0.462133237596376
Periodic,10,Prey,2.54777528778595,1.99845704621662,-0.00382077807657355
Periodic,10,Predator,2.95084553097892,2.41039305586702,-0.0692311940363486
SqExp,25,Prey,2.54509521041285,2.09640886739276,-0.00170999353749424
SqExp,25,Predator,2.92793771520603,2.41447227278355,-0.052694457841874
Matern 1/2,25,Prey,1.38502209422157,0.798213262914601,0.703347958053164
Matern 1/2,25,Predator,1.11950443114999,0.644567107639149,0.84610294737182
Matern 3/2,25,Prey,1.35151701351003,0.852048093263594,0.717526979736727
Matern 3/2,25,Predator,0.964654832128388,0.607346699863995,0.885732544443996
Matern 5/2,25,Prey,1.34699958714318,0.853988999119058,0.719412147981986
Matern 5/2,25,Predator,0.95176022031286,0.59251519901572,0.888766970189782
RatQuad,25,Prey,1.34821358439415,0.872543161909809,0.718906154685916
RatQuad,25,Predator,2.92793732426424,2.41447181900605,-0.052694176727814
Periodic,25,Prey,2.54509514631226,2.09640881580045,-0.00170994307949179
Periodic,25,Predator,2.92793771367239,2.41447227320507,-0.0526944567390868
SqExp,50,Prey,2.54672410288,2.1098786512232,-0.00299261746691126
SqExp,50,Predator,2.85426154677762,2.47981178079109,-0.000382767371208015
Matern 1/2,50,Prey,0.433217934393538,0.344298318466022,0.970976699811259
Matern 1/2,50,Predator,0.420691930170221,0.326401369977636,0.978267632956497
Matern 3/2,50,Prey,0.442694187602432,0.354028016755332,0.96969309560189
Matern 3/2,50,Predator,0.446482985196524,0.352389221857816,0.975521291812352
Matern 5/2,50,Prey,0.439322032432319,0.351356539022884,0.970153053479663
Matern 5/2,50,Predator,0.395137292580238,0.323973579229069,0.980827678269814
RatQuad,50,Prey,0.416049138302177,0.331485516738945,0.973231551948192
RatQuad,50,Predator,0.386251639268089,0.318532174587282,0.981680258560002
Periodic,50,Prey,2.54672440270881,2.10987895327602,-0.00299285363391699
Periodic,50,Predator,2.85426154721346,2.4798117813743,-0.000382767676724516
