Kernel,N,State,NLPD,MSLL,CRPS
SqExp,5,Prey,2.74982122213082,0.170798259439985,1.43096801773321
SqExp,5,Predator,2.48287953845852,-0.0120188897434539,1.65752332598228
Matern 1/2,5,Prey,2.74982125007544,0.170798287384609,1.43096790247409
Matern 1/2,5,Predator,2.48287933762013,-0.0120190905818429,1.65752297835527
Matern 3/2,5,Prey,2.74982068312737,0.170797720436534,1.43096782009825
Matern 3/2,5,Predator,2.48287936171299,-0.0120190664889834,1.65752301107969
Matern 5/2,5,Prey,2.74982098728873,0.170798024597898,1.43096796191018
Matern 5/2,5,Predator,2.48287945780465,-0.0120189703973169,1.65752317486013
RatQuad,5,Prey,2.74982115085582,0.170798188164988,1.43096800902052
RatQuad,5,Predator,2.48287952870455,-0.0120188994974165,1.65752330737552
Periodic,5,Prey,2.74982163561081,0.170798672919976,1.43096806903711
Periodic,5,Predator,2.48287955475838,-0.0120188734435918,1.65752334816411
SqExp,10,Prey,2.35795163992012,0.00283655832531149,1.3995006501287
SqExp,10,Predator,3.31357096192976,0.806923513152932,0.959442160558889
Matern 1/2,10,Prey,1.90490123266937,-0.450213848925436,0.987697514947304
Matern 1/2,10,Predator,1.95917840530399,-0.547469043472841,1.18848631116852
Matern 3/2,10,Prey,2.0846258932554,-0.270489188339409,0.954151541182781
Matern 3/2,10,Predator,1.99288647382583,-0.513760974950998,1.15650741432432
Matern 5/2,10,Prey,2.42896960291739,0.07385452132258,0.959147132401931
Matern 5/2,10,Predator,2.210057879732,-0.296589569044831,1.10195478650403
RatQuad,10,Prey,2.35795143104725,0.00283634945244653,1.39950032139149
RatQuad,10,Predator,3.17823681528049,0.671589366503662,0.972205127971198
Periodic,10,Prey,2.35795169815591,0.00283661656110973,1.39950067298669
Periodic,10,Predator,2.52126276756679,0.0146153187899646,1.68155593245298
SqExp,25,Prey,2.36611148185101,-0.00450518875911652,1.4375155678332
SqExp,25,Predator,2.5070068806274,0.00540055271198633,1.67292351902942
Matern 1/2,25,Prey,1.28993350017724,-1.08068317043288,0.548571128488979
Matern 1/2,25,Predator,1.25743924284293,-1.24416708507248,0.468884900317486
Matern 3/2,25,Prey,1.63421009569151,-0.736406574918616,0.467548596052431
Matern 3/2,25,Predator,1.54811252130978,-0.953493806605625,0.323722325959467
Matern 5/2,25,Prey,2.14166535722988,-0.228951313380247,0.460039867178791
Matern 5/2,25,Predator,0.585348571112954,-1.91625775680246,0.31367008196458
RatQuad,25,Prey,1.00004275799022,-1.37057391261991,0.48159948577981
RatQuad,25,Predator,2.50700675415191,0.00540042623650246,1.67292332532475
Periodic,25,Prey,2.36611139575166,-0.00450527485846674,1.43751551071147
Periodic,25,Predator,2.50700700470956,0.00540067679415145,1.67292357191155
SqExp,50,Prey,2.35301365722526,0.00024040351128011,1.4232251039517
SqExp,50,Predator,2.46896577164081,-0.000812263517116568,1.65412226774374
Matern 1/2,50,Prey,0.722198015150479,-1.6305752385635,0.188929397224654
Matern 1/2,50,Predator,0.639515621543114,-1.83026241361481,0.174416803204887
Matern 3/2,50,Prey,1.95513557444427,-0.397637679269715,0.132652939074605
Matern 3/2,50,Predator,2.77415543797802,0.304377402820097,0.148437246261136
Matern 5/2,50,Prey,4.24456344789423,1.89179019418025,0.144377863214009
Matern 5/2,50,Predator,-0.065587206477598,-2.53536524163552,0.12530457735118
RatQuad,50,Prey,-0.0786479541914705,-2.43142120790545,0.126068891724151
RatQuad,50,Predator,0.0450854600152924,-2.42469257514263,0.131096166971885
Periodic,50,Prey,2.35301375395962,0.000240500245633146,1.42322521102821
Periodic,50,Predator,2.46896574098913,-0.000812294168795437,1.65412229081966
