Kernel,N,State,RMSE,MAE,R2
SqExp,5,Prey,2.55513612299507,1.96665041536183,-0.00962947962662208
SqExp,5,Predator,2.91562590336518,2.41800275447078,-0.0438600302648076
Matern 1/2,5,Prey,2.5551359639444,1.96665024522773,-0.00962935393293618
Matern 1/2,5,Predator,2.91560701471581,2.41798665851046,-0.0438465051810755
Matern 3/2,5,Prey,2.55513580682105,1.96665012549011,-0.00962922976236236
Matern 3/2,5,Predator,2.91562226907403,2.41799966438592,-0.0438574279495336
Matern 5/2,5,Prey,2.55513607614181,1.96665037195961,-0.00962944259968102
Matern 5/2,5,Predator,2.91562502419867,2.41800199557998,-0.0438594007419031
RatQuad,5,Prey,2.5551361185849,1.96665041119841,-0.00962947614137866
RatQuad,5,Predator,2.91562564984291,2.41800253606846,-0.0438598487313948
Periodic,5,Prey,2.55513615473736,1.96665044494656,-0.00962950471174007
Periodic,5,Predator,2.91562612397602,2.41800296411517,-0.0438601882321561
SqExp,10,Prey,2.55282492078253,1.97513225991959,-0.00780382147668579
SqExp,10,Predator,2.16089741816926,1.33747773545904,0.426614151812429
Matern 1/2,10,Prey,2.01367635662276,1.2662229611253,0.372933960563257
Matern 1/2,10,Predator,2.43843949827383,1.59521734158798,0.269865890667386
Matern 3/2,10,Prey,2.03211562594382,1.232705910214,0.361397271272886
Matern 3/2,10,Predator,2.61388513837504,1.57827531792322,0.161019884762416
Matern 5/2,10,Prey,2.05020224248334,1.23858703967392,0.34997905964233
Matern 5/2,10,Predator,2.49411988813078,1.51174268720371,0.23614078968192
RatQuad,10,Prey,2.55282381294381,1.97513088252684,-0.00780294677207882
RatQuad,10,Predator,2.22715891537189,1.38800675134334,0.390910543638447
Periodic,10,Prey,2.55282492555876,1.97513230688906,-0.00780382524779744
Periodic,10,Predator,2.92810318531375,2.41443087823107,-0.0528134456103093
SqExp,25,Prey,2.54974808706926,2.1289191784138,-0.00537594161913479
SqExp,25,Predator,2.90669176448821,2.42105444549226,-0.0374725839240226
Matern 1/2,25,Prey,1.24656285499926,0.557243912537311,0.759695279246888
Matern 1/2,25,Predator,0.947635907576848,0.434475779409693,0.889728905365734
Matern 3/2,25,Prey,1.11545182480626,0.421854845534645,0.807586483904216
Matern 3/2,25,Predator,0.687912274596941,0.291029294729264,0.941890814760574
Matern 5/2,25,Prey,1.10063300281206,0.398657082710418,0.812664966878671
Matern 5/2,25,Predator,0.661909411244422,0.272171070806695,0.946200804571812
RatQuad,25,Prey,1.1037663875097,0.442585599094909,0.811596802872256
RatQuad,25,Predator,2.90669157846133,2.42105422213537,-0.0374724511285269
Periodic,25,Prey,2.54974806560642,2.12891916353439,-0.00537592469336268
Periodic,25,Predator,2.90669176342362,2.42105444518185,-0.0374725831640659
SqExp,50,Prey,2.5430338566759,2.0649910769351,-8.80169414412268e-05
SqExp,50,Predator,2.85377053864632,2.48617317480951,-3.86126286846533e-05
Matern 1/2,50,Prey,0.14622648583438,0.0831350815122972,0.996693366775019
Matern 1/2,50,Predator,0.0924828872432632,0.054505879031582,0.998949728869522
Matern 3/2,50,Prey,0.0377587871174039,0.0270969448910875,0.999779519588793
Matern 3/2,50,Predator,0.0275145279776001,0.0217019355329916,0.999907038568637
Matern 5/2,50,Prey,0.0326983730304613,0.0246521766056418,0.999834656842359
Matern 5/2,50,Predator,0.0261463148072173,0.0207416320952543,0.999916054070856
RatQuad,50,Prey,0.0307693356125923,0.0231644222523688,0.999853590190053
RatQuad,50,Predator,0.0259320171548296,0.0209553203042415,0.99991742448915
Periodic,50,Prey,2.54303398049389,2.06499120335377,-8.81143281810104e-05
Periodic,50,Predator,2.85377053930577,2.48617317572218,-3.86130908660576e-05
