Kernel,N,State,RMSE,MAE,R2
SqExp,5,Prey,2.40134040305473,1.81031796418338,0.1082535373832
SqExp,5,Predator,3.62984274143142,2.98426662473535,-0.617909737965406
Matern 1/2,5,Prey,2.21509225132406,1.79703734743753,0.241217030238156
Matern 1/2,5,Predator,2.94524025597084,2.41116183508138,-0.0651729385221436
Matern 3/2,5,Prey,2.14338803119281,1.65108107203984,0.289546690419157
Matern 3/2,5,Predator,3.35715392769634,2.74529193139835,-0.383952477400952
Matern 5/2,5,Prey,2.15553465531806,1.68923992974083,0.281471567043515
Matern 5/2,5,Predator,3.47269512164149,2.8445923312186,-0.480853112804837
RatQuad,5,Prey,2.3990274803699,1.99393877486216,0.1099705345412
RatQuad,5,Predator,3.37152338096695,2.7606328613963,-0.395825153342586
Periodic,5,Prey,2.55008680020969,2.13076804861687,-0.00564307127229369
Periodic,5,Predator,2.94524031257778,2.41116186692757,-0.0651729794669793
SqExp,10,Prey,2.56149183802893,1.94735060979599,-0.0146584861141115
SqExp,10,Predator,1.9068236895905,1.64074795322839,0.55352232678261
Matern 1/2,10,Prey,2.44770833054424,1.77158844274749,0.0734832586088219
Matern 1/2,10,Predator,2.4920511890426,2.17754500388577,0.237407400423851
Matern 3/2,10,Prey,2.41576075128987,1.72153318258589,0.0975112824786565
Matern 3/2,10,Predator,2.31681639304864,1.97026262109218,0.340883925135694
Matern 5/2,10,Prey,2.34573871434079,1.67644004731298,0.149071224392907
Matern 5/2,10,Predator,2.22666814237855,1.87229499058298,0.391178949919094
RatQuad,10,Prey,2.50848043347964,1.84198916730909,0.026904700239557
RatQuad,10,Predator,2.85008492671553,2.51538983979021,0.00254279616883635
Periodic,10,Prey,2.5614918384478,1.94735061025627,-0.0146584864459589
Periodic,10,Predator,2.8628391208399,2.53219151619493,-0.00640446556093943
SqExp,25,Prey,0.210030343348546,0.150703188114922,0.993178215061065
SqExp,25,Predator,0.339300914113739,0.220450777500446,0.98586327766202
Matern 1/2,25,Prey,0.424260497879901,0.313983022826653,0.9721644931441
Matern 1/2,25,Predator,0.403631890819777,0.253296940922259,0.979994490640153
Matern 3/2,25,Prey,0.067240240943417,0.0439356999302799,0.999300814422661
Matern 3/2,25,Predator,0.200822232872487,0.116589704427369,0.995047753522767
Matern 5/2,25,Prey,0.100357903722091,0.0672361139860594,0.998442467557333
Matern 5/2,25,Predator,0.191309169783703,0.116409142211207,0.995505822276696
RatQuad,25,Prey,0.205554198390843,0.148182973912956,0.993465886977569
RatQuad,25,Predator,0.210325618814631,0.131335228646999,0.994567959248666
Periodic,25,Prey,2.54300291424269,2.0482093964931,-6.36798935265137e-05
Periodic,25,Predator,2.85648304236492,2.46881210214265,-0.00194058588368384
SqExp,50,Prey,0.0214026598383254,0.0141038099293439,0.999929161486793
SqExp,50,Predator,0.0317128670121025,0.0217495830938289,0.999876504912741
Matern 1/2,50,Prey,0.144826722466346,0.0759204537216911,0.996756369735016
Matern 1/2,50,Predator,0.100810291434092,0.0563523381867936,0.998752075218302
Matern 3/2,50,Prey,0.0270721482083423,0.0129010078453195,0.999886660999848
Matern 3/2,50,Predator,0.0161314734916902,0.00754079250161065,0.9999680458885
Matern 5/2,50,Prey,0.0204020421314877,0.0109294185689174,0.999935630339383
Matern 5/2,50,Predator,0.0117570416064202,0.00678264031807054,0.999983026368128
RatQuad,50,Prey,0.023418596916511,0.0146269165180518,0.999915188316833
RatQuad,50,Predator,0.034921525677523,0.0219539873554887,0.999850250601334
Periodic,50,Prey,2.54297614370557,2.04961173737287,-4.26243919409153e-05
Periodic,50,Predator,2.85422767233679,2.4801003387881,-0.000359022381330787
