Kernel,N,State,sMSE,Coverage,NLML
SqExp,5,Prey,1.00762140181247,0.836,12.3866721373325
SqExp,5,Predator,1.04332173352105,0.944,17.9434181209592
Matern 1/2,5,Prey,1.00762127550893,0.836,12.3866727922504
Matern 1/2,5,Predator,1.04329844277667,0.944,17.9434190343197
Matern 3/2,5,Prey,1.00762116409392,0.836,12.3866706078988
Matern 3/2,5,Predator,1.0433155781328,0.944,17.9434188988773
Matern 5/2,5,Prey,1.00762136446508,0.836,12.3866716305177
Matern 5/2,5,Predator,1.04332079479705,0.944,17.9434179085107
RatQuad,5,Prey,1.00762139804044,0.836,12.3866717829323
RatQuad,5,Predator,1.04332154890838,0.944,17.9434181497018
Periodic,5,Prey,1.00762142797518,0.836,12.3866733916644
Periodic,5,Predator,1.04332192329878,0.944,17.9434188991534
SqExp,10,Prey,1.06223786313012,0.82,22.5132919721597
SqExp,10,Predator,1.01168971982006,0.946,37.9811655219974
Matern 1/2,10,Prey,1.06223760815337,0.82,22.5132919282538
Matern 1/2,10,Predator,0.560118741577126,0.932,39.8515875195979
Matern 3/2,10,Prey,1.06223784145051,0.82,22.5132926340006
Matern 3/2,10,Predator,0.478566698135041,0.93,39.9892173675952
Matern 5/2,10,Prey,1.0622378676571,0.82,22.5132923196206
Matern 5/2,10,Predator,0.456217361753646,0.93,40.0039391607759
RatQuad,10,Prey,1.0622378664484,0.82,22.5132916488737
RatQuad,10,Predator,1.01168966515195,0.946,37.9811528963399
Periodic,10,Prey,1.06223787538807,0.82,22.5132943118465
Periodic,10,Predator,1.01168979082536,0.946,37.9811827272089
SqExp,25,Prey,1.00905451658913,0.946,69.5253903155542
SqExp,25,Predator,1.00088183960267,0.918,102.006976867941
Matern 1/2,25,Prey,0.053642549404748,1,70.6023460810853
Matern 1/2,25,Predator,0.10408238418854,0.976,100.319249907902
Matern 3/2,25,Prey,0.0237244607997371,1,69.3230490509857
Matern 3/2,25,Predator,0.0446286039877606,0.96,92.2873334195775
Matern 5/2,25,Prey,1.00905385472396,0.946,69.5254134281027
Matern 5/2,25,Predator,0.0424048380596651,0.96,93.8560896705149
RatQuad,25,Prey,1.00905431685605,0.946,69.5253902052968
RatQuad,25,Predator,0.0526342788737937,0.962,97.6216749028456
Periodic,25,Prey,1.00905453590191,0.946,69.5254290313683
Periodic,25,Predator,1.00088239911352,0.918,102.006994763299
SqExp,50,Prey,0.998333107310867,0.904,132.253715675249
SqExp,50,Predator,0.998003674824626,1,199.814316861912
Matern 1/2,50,Prey,0.00367548876806803,1,129.769414688218
Matern 1/2,50,Predator,0.00131571049012366,1,169.670271700094
Matern 3/2,50,Prey,0.000150067978667443,1,128.938063181072
Matern 3/2,50,Predator,3.34973594496603e-05,1,161.697709394376
Matern 5/2,50,Prey,0.000112534602672025,0.998,129.316989749897
Matern 5/2,50,Predator,2.62576800598745e-05,1,172.519417320487
RatQuad,50,Prey,0.000201348426494236,0.998,132.865762356932
RatQuad,50,Predator,0.000107083741303479,1,200.182550640083
Periodic,50,Prey,0.998333207670393,0.904,132.253822224493
Periodic,50,Predator,0.998003677018345,1,199.814934547871
