Kernel,N,State,sMSE,Coverage,NLML
SqExp,5,Prey,1.00382555220061,0.984,14.0171095758867
SqExp,5,Predator,1.62357972917224,0.13,18.5097405702312
Matern 1/2,5,Prey,1.00381473345413,0.984,14.0171103330282
Matern 1/2,5,Predator,0.953407379141696,0.844,19.6658139570063
Matern 3/2,5,Prey,1.00382523301503,0.984,14.0171098064743
Matern 3/2,5,Predator,1.38185849275752,0.26,19.1942745501802
Matern 5/2,5,Prey,1.00382532654918,0.984,14.0171097409321
Matern 5/2,5,Predator,1.50488286437529,0.214,18.7980384765309
RatQuad,5,Prey,1.0038272677966,0.984,14.0171088606709
RatQuad,5,Predator,1.06280370810024,0.84,19.669084023592
Periodic,5,Prey,1.00382745395785,0.984,14.0171101765266
Periodic,5,Predator,1.063013553999,0.84,19.6690844621934
SqExp,10,Prey,1.01244732144308,0.83,24.4500832621898
SqExp,10,Predator,1.00388939262101,1,38.816267620427
Matern 1/2,10,Prey,1.01244719954326,0.83,24.4500854418313
Matern 1/2,10,Predator,1.00388912366363,1,38.8162721543311
Matern 3/2,10,Prey,1.01244728369346,0.83,24.4500841696272
Matern 3/2,10,Predator,1.00388935507024,1,38.8162693225397
Matern 5/2,10,Prey,1.0124473328799,0.83,24.4500843298078
Matern 5/2,10,Predator,1.00388938529295,1,38.8162697219597
RatQuad,10,Prey,1.01244732006403,0.83,24.4500817983244
RatQuad,10,Predator,1.00388939157036,1,38.8162637868709
Periodic,10,Prey,1.0124473365232,0.83,24.4500875032262
Periodic,10,Predator,1.00388939641745,1,38.8162777613147
SqExp,25,Prey,0.998019700657477,0.91,66.7082913712726
SqExp,25,Predator,1.00018675601544,0.988,97.9474262505183
Matern 1/2,25,Prey,0.0278210509323943,1,66.778095565557
Matern 1/2,25,Predator,0.0205999291750898,1,97.7923858917671
Matern 3/2,25,Prey,0.998016391080266,0.91,66.7083103997353
Matern 3/2,25,Predator,0.00526368490048051,1,92.7638508053075
Matern 5/2,25,Prey,0.998019544372216,0.91,66.7083094854569
Matern 5/2,25,Predator,1.0001864622156,0.988,97.9475518407501
RatQuad,25,Prey,0.998019663691176,0.91,66.708291909185
RatQuad,25,Predator,1.00018675147126,0.988,97.9474837582296
Periodic,25,Prey,0.998019725675772,0.91,66.7083150309755
Periodic,25,Predator,1.00018675670424,0.988,97.9475846949095
SqExp,50,Prey,0.998066837844715,0.904,132.580769290025
SqExp,50,Predator,0.998400530421904,1,197.822873617045
Matern 1/2,50,Prey,0.00307378150005233,1,130.397263056282
Matern 1/2,50,Predator,0.00129314882650381,1,170.163374292695
Matern 3/2,50,Prey,0.000196780977449645,1,129.177343996777
Matern 3/2,50,Predator,0.000106434573047541,1,162.441559103141
Matern 5/2,50,Prey,0.000154451596247741,1,129.559582779578
Matern 5/2,50,Predator,9.51909993480465e-05,1,174.092300280457
RatQuad,50,Prey,0.000173389142546769,1,133.037104798311
RatQuad,50,Predator,0.000114745177012702,1,196.388424510178
Periodic,50,Prey,0.998066971527445,0.904,132.580880214879
Periodic,50,Predator,0.998400531272145,1,197.823595340144
