Kernel,N,State,RMSE,MAE,R2
SqExp,5,Prey,2.55500889935119,1.96708931509446,-0.0095289405262633
SqExp,5,Predator,2.89775410990494,2.42492909492632,-0.0311022382251305
Matern 1/2,5,Prey,2.55500873407515,1.9670891404439,-0.0095288099193267
Matern 1/2,5,Predator,2.89775352639672,2.42492856242441,-0.0311018229679711
Matern 3/2,5,Prey,2.55500867393402,1.96708910589776,-0.00952876239369882
Matern 3/2,5,Predator,2.89775359653594,2.42492860031949,-0.0311018728829675
Matern 5/2,5,Prey,2.55500884885792,1.96708926717541,-0.00952890062470479
Matern 5/2,5,Predator,2.89775387609541,2.42492883895269,-0.0311020718331529
RatQuad,5,Prey,2.55500889641562,1.96708931241712,-0.00952893820647494
RatQuad,5,Predator,2.89775408429849,2.42492903287873,-0.0311022200021449
Periodic,5,Prey,2.55500891861023,1.96708933537739,-0.00952895574543544
Periodic,5,Predator,2.89775415855786,2.42492910076061,-0.03110227284928
SqExp,10,Prey,2.55021181844076,1.98612388601442,-0.00574167717046081
SqExp,10,Predator,2.0877076598847,1.31996315939573,0.464797617603987
Matern 1/2,10,Prey,2.01292467243517,1.33199217445133,0.373402027488536
Matern 1/2,10,Predator,2.39185359935852,1.59213983583898,0.29749752880606
Matern 3/2,10,Prey,2.00880700224573,1.28777793892436,0.375962962685645
Matern 3/2,10,Predator,2.48603576622786,1.53889894318978,0.241084516213664
Matern 5/2,10,Prey,2.01586033920017,1.28862282282986,0.371573022929176
Matern 5/2,10,Predator,2.38506119829015,1.47914151269656,0.301481805448756
RatQuad,10,Prey,2.55021131074235,1.98612331099553,-0.00574127672262437
RatQuad,10,Predator,2.11443537266553,1.33331542497533,0.451006124228056
Periodic,10,Prey,2.55021183212344,1.98612402452503,-0.00574168796269592
Periodic,10,Predator,2.93851461165164,2.412279948112,-0.0603137121063275
SqExp,25,Prey,2.54722175137468,2.11340896101248,-0.00338463993473725
SqExp,25,Predator,2.91632448003143,2.41778551316392,-0.044360302688871
Matern 1/2,25,Prey,1.29682923321025,0.641189641502544,0.739924451615864
Matern 1/2,25,Predator,1.01572090387461,0.512718561950633,0.873314342548316
Matern 3/2,25,Prey,1.1947718973979,0.621273212054719,0.779248360889204
Matern 3/2,25,Predator,0.796380045116156,0.429822934322826,0.922121171959397
Matern 5/2,25,Prey,1.18433910051585,0.613825132836899,0.783086753511911
Matern 5/2,25,Predator,0.781599663563721,0.424624926199228,0.92498512391639
RatQuad,25,Prey,1.19413382660058,0.663200490726124,0.779484083812823
RatQuad,25,Predator,2.91632422145994,2.41778520662924,-0.0443601174956314
Periodic,25,Prey,2.54722170931084,2.1134089295195,-0.0033846067957235
Periodic,25,Predator,2.91632447876329,2.41778551318304,-0.044360301780606
SqExp,50,Prey,2.54413190049817,2.08594481524184,-0.000951849364374313
SqExp,50,Predator,2.85393973444351,2.48314133285774,-0.00015719773836298
Matern 1/2,50,Prey,0.256399687423506,0.198594513668767,0.989833559529135
Matern 1/2,50,Predator,0.210785080109365,0.16368225954569,0.994544200482887
Matern 3/2,50,Prey,0.223782235475091,0.179412702920116,0.992255646742107
Matern 3/2,50,Predator,0.244685072920764,0.1899137147761,0.992648201073666
Matern 5/2,50,Prey,0.227186325513684,0.181852349572672,0.992018246452589
Matern 5/2,50,Predator,0.219150807315703,0.176757893834498,0.994102542519643
RatQuad,50,Prey,0.225564416424402,0.179232533344582,0.992131804944806
RatQuad,50,Predator,0.218041671958946,0.175773733219961,0.994162086231036
Periodic,50,Prey,2.54413207791218,2.08594500040709,-0.000951988966323203
Periodic,50,Predator,2.85393973497857,2.48314133359143,-0.000157198113389656
