Noise,N,Kernel,State,Regular,Optimization,N_per_Time,RMSE,MAE,R2,NLPD,MSLL,CRPS,sMSE,Coverage,NLML
0.01,50,Matern 5/2,Predator,Yes,Default,1,0.0278704087483393,0.0223329335697539,0.999904618237126,-1.86634757486122,-4.33422022490799,0.0181970488938859,9.51909993480465e-05,1,174.092300280457
0.01,50,RatQuad,Prey,Yes,Default,1,0.0335180472779373,0.0259320490861542,0.999826263384222,-1.50982717432478,-3.86213992683249,0.0241934172849628,0.000173389142546769,1,133.037104798311
0.01,50,RatQuad,Predator,Yes,Default,1,0.0305993791683315,0.0242260517899454,0.999885024872733,-1.51240568939487,-3.98027833944163,0.0235555620913255,0.000114745177012702,1,196.388424510178
0.01,50,Periodic,Prey,Yes,Default,1,2.543007269929,2.04800469235176,-6.7105738922324e-05,2.352310052393,-2.70011470943565e-06,1.41344924095566,0.998066971527445,0.904,132.580880214879
0.01,50,Periodic,Predator,Yes,Default,1,2.85428803343816,2.47959343891397,-0.000401333940025062,2.46776122348176,-0.000111426565007677,1.65581059502277,0.998400531272145,1,197.823595340144
0.05,5,SqExp,Prey,Yes,Default,1,2.55136977627534,2.13745449851439,-0.00665522548734998,2.39176940113813,-0.0449592185205889,1.45558329479669,1.00464191503638,0.988,14.0342975077027
0.05,5,SqExp,Predator,Yes,Default,1,3.68049744779941,3.01620668413881,-0.66338090056667,70.6371256408345,68.1258901314462,2.84537299933462,1.66005413876554,0.138,18.4742342090965
0.05,5,Matern 1/2,Prey,Yes,Default,1,2.55135996468613,2.13744715224,-0.00664748308273788,2.39176674695669,-0.0449618727020347,1.45557852075589,1.00463418811657,0.988,14.0342981952798
0.05,5,Matern 1/2,Predator,Yes,Default,1,2.78245536052936,2.21553098047063,0.0493184187899995,2.45080464843736,-0.0604308609508933,1.57717105814121,0.94878021804758,0.85,19.4785244423002
0.05,5,Matern 3/2,Prey,Yes,Default,1,2.55136931944958,2.13745411544091,-0.00665486500177881,2.39176925257157,-0.0449593670871539,1.4555830634044,1.00464155527178,0.988,14.0342977254496
0.05,5,Matern 3/2,Predator,Yes,Default,1,3.35975172657955,2.73197282909736,-0.38609513829169,6.67422358125761,4.16298807186935,2.26215724034264,1.38332294801511,0.294,19.1103679432928
0.05,5,Matern 5/2,Prey,Yes,Default,1,2.55136944146014,2.13745417641378,-0.00665496128146881,2.39176929385659,-0.0449593258021297,1.45558311533112,1.00464165135891,0.988,14.0342976553611
0.05,5,Matern 5/2,Predator,Yes,Default,1,3.52222838363688,2.87389440636224,-0.523399096312259,14.7166971301925,12.2054616208042,2.52832007154566,1.52035229811963,0.222,18.7755463550968
0.05,5,RatQuad,Prey,Yes,Default,1,2.55137164550748,2.13745603567541,-0.00665670051696976,2.39176998604144,-0.0449586336172783,1.45558430046158,1.00464338711594,0.988,14.0342967859906
0.05,5,RatQuad,Predator,Yes,Default,1,2.94485733932442,2.41102761383543,-0.0648959859479137,2.55421878008769,0.0429832706994387,1.69338446764049,1.06276619397602,0.844,19.480655344344
0.05,5,Periodic,Prey,Yes,Default,1,2.55137184288188,2.13745610254182,-0.00665685626712631,2.3917698641167,-0.0449587555420226,1.45558429029149,1.00464354255459,0.988,14.0342980769429
0.05,5,Periodic,Predator,Yes,Default,1,2.94503897829875,2.41119444174244,-0.0650273556936405,2.55431413096701,0.0430786215787543,1.69351129937151,1.06289730098225,0.844,19.4806545736133
0.05,10,SqExp,Prey,Yes,Default,1,2.56035606005287,1.95045994924048,-0.013758876559385,2.64095947785949,0.0706484622273596,1.41442819156089,1.01173135880627,0.832,24.4914421644661
0.05,10,SqExp,Predator,Yes,Default,1,2.85955108443143,2.52295334411303,-0.00409403587954627,2.48474382377884,-0.0139969112151363,1.66420992088047,1.00208584780779,1,38.6069035327248
0.05,10,Matern 1/2,Prey,Yes,Default,1,2.56035590163337,1.95045980579298,-0.0137587511087349,2.64095947790649,0.0706484622743524,1.41442809609561,1.01173123360652,0.832,24.4914442496962
0.05,10,Matern 1/2,Predator,Yes,Default,1,2.85955069962399,2.52295302105516,-0.00409376563934538,2.48474370102106,-0.0139970339729116,1.66420970161903,1.00208557810807,1,38.6069077500001
0.05,10,Matern 3/2,Prey,Yes,Default,1,2.5603560060318,1.95045989433215,-0.0137588337806955,2.64095941656765,0.0706484009355108,1.41442815119945,1.01173131611313,0.832,24.4914429927397
0.05,10,Matern 3/2,Predator,Yes,Default,1,2.85955103118086,2.52295330366488,-0.0040939984830628,2.48474381440808,-0.0139969205858904,1.66420989258084,1.0020858104861,1,38.6069050300886
0.05,10,Matern 5/2,Prey,Yes,Default,1,2.56035607924042,1.95045997019671,-0.0137588917537934,2.6409604263828,0.0706494107506657,1.41442829085716,1.01173137397029,0.832,24.4914499593025
0.05,10,Matern 5/2,Predator,Yes,Default,1,2.85955107365424,2.52295333721269,-0.00409402831100603,2.48474381917265,-0.0139969158213217,1.6642099152085,1.00208584025438,1,38.6069053873934
0.05,10,RatQuad,Prey,Yes,Default,1,2.56035605769203,1.95045994690744,-0.0137588746898649,2.64095949523038,0.0706484795982477,1.41442819166261,1.01173135694049,0.832,24.491440716223
0.05,10,RatQuad,Predator,Yes,Default,1,2.85955108289707,2.52295334356478,-0.00409403480200421,2.48474382239115,-0.0139969126028266,1.66420992006353,1.0020858467324,1,38.6068996837384
0.05,10,Periodic,Prey,Yes,Default,1,2.56035608174194,1.95045997288775,-0.0137588937347202,2.64095993550902,0.0706489198768859,1.4144282479021,1.01173137594725,0.832,24.4914463477879
0.05,10,Periodic,Predator,Yes,Default,1,2.85955108998802,2.52295334941059,-0.00409403978179768,2.48474385822518,-0.0139968767687984,1.66420992732382,1.00208585170223,1,38.6069019936904
0.05,25,SqExp,Prey,Yes,Default,1,2.54304132040219,2.06528484543903,-9.38874053020289e-05,2.35324500465249,-0.00161600426503341,1.41909370795847,0.998093699630492,0.912,66.9918063805983
0.05,25,SqExp,Predator,Yes,Default,1,2.85848491076505,2.463122857672,-0.00334542953210315,2.46938779650087,9.52610354709043e-05,1.65386398044903,1.00133873867304,0.968,97.8422426793052
0.05,25,Matern 1/2,Prey,Yes,Default,1,0.441667630632609,0.347810945948512,0.969833489094782,1.2856126393346,-1.06924836958293,0.386334026063743,0.0301061778834072,0.996,67.0600299632336
0.05,25,Matern 1/2,Predator,Yes,Default,1,0.450652342416639,0.306112532559296,0.975061981989478,1.08161765941105,-1.38767487605436,0.32879672200362,0.0248881419745005,0.996,97.5951073738826
0.05,25,Matern 3/2,Prey,Yes,Default,1,2.54303800641365,2.06528184663962,-9.12808432382839e-05,2.35324378316662,-0.00161722575090726,1.41909180034984,0.998091098281552,0.912,66.9918253843402
0.05,25,Matern 3/2,Predator,Yes,Default,1,0.268900254720688,0.192005372551878,0.991121060517987,0.431533015471516,-2.03775951999389,0.159311328844214,0.00886118160304938,0.94,92.8307339444308
0.05,25,Matern 5/2,Prey,Yes,Default,1,2.54304114082486,2.06528467370726,-9.37461616821178e-05,2.35324493022557,-0.00161607869196315,1.41909359385515,0.998093558669359,0.912,66.9918244596981
0.05,25,Matern 5/2,Predator,Yes,Default,1,2.85848453506812,2.46312251628574,-0.00334516578834387,2.46938765838275,9.51229173456842e-05,1.65386373576858,1.00133847545677,0.968,97.8423725766847
0.05,25,RatQuad,Prey,Yes,Default,1,2.54304127858491,2.06528480520725,-9.38545146049741e-05,2.35324498848067,-0.00161602043685803,1.41909368229306,0.998093666805576,0.912,66.9918065288431
0.05,25,RatQuad,Predator,Yes,Default,1,2.85848490494172,2.46312285302391,-0.0033454254440537,2.4693877957397,9.52602743002702e-05,1.65386398146939,1.00133873459317,0.968,97.842304185674
0.05,25,Periodic,Prey,Yes,Default,1,2.54304135201989,2.06528487595223,-9.39122736884901e-05,2.3532449995948,-0.00161600932273277,1.41909371259486,0.998093724449141,0.912,66.991830286175
0.05,25,Periodic,Predator,Yes,Default,1,2.85848491133422,2.46312285821921,-0.00334542993166576,2.46938781202414,9.52765587367845e-05,1.65386403194826,1.0013387390718,0.968,97.8424290920742
0.05,50,SqExp,Prey,Yes,Default,1,2.54320187409729,2.04166630653334,-0.000220172288290854,2.35241060694832,-0.000239647067308007,1.41247258257155,0.998219731943714,0.908,132.565416720877
0.05,50,SqExp,Predator,Yes,Default,1,2.85456307556887,2.47761102327898,-0.000594142632220462,2.46786260829507,-0.000147242423756031,1.65521539712076,0.998592954346956,1,197.263982086921
0.05,50,Matern 1/2,Prey,Yes,Default,1,0.154462696541951,0.112286277339236,0.996310384043739,0.460613963186563,-1.89203629082906,0.164082329254362,0.00368223672434871,0.998,130.52887254296
0.05,50,Matern 1/2,Predator,Yes,Default,1,0.147446587471642,0.117756022412375,0.997330388159353,0.370457901356884,-2.09755194936194,0.148333359174205,0.00266427261696612,0.992,171.982948158778
0.05,50,Matern 3/2,Prey,Yes,Default,1,0.119130192483247,0.0974393609288316,0.997805287555558,-0.245287314032149,-2.59793756804777,0.0725297785472243,0.00219032301955334,0.896,129.413276538117
0.05,50,Matern 3/2,Predator,Yes,Default,1,0.127479498479525,0.104174639735387,0.998004464945866,-0.0449569783977667,-2.51296682911659,0.0762073654199959,0.00199154398402617,0.85,170.229997207592
0.05,50,Matern 5/2,Prey,Yes,Default,1,0.120824117060638,0.0996567807536852,0.997742430133908,0.169069546868375,-2.18358070714725,0.073842229159499,0.00225305472636011,0.73,129.853952074842
0.05,50,Matern 5/2,Predator,Yes,Default,1,0.115887443533478,0.0936658023400545,0.998350883133098,-0.618807446497122,-3.08681729721594,0.0686296982629138,0.0016458186331679,1,183.997616198019
0.05,50,RatQuad,Prey,Yes,Default,1,0.117536809334496,0.0962037409289282,0.997863604111576,-0.695856126513991,-3.04850638052962,0.067509787870863,0.00213212309664746,0.99,132.897572558846
0.05,50,RatQuad,Predator,Yes,Default,1,0.114622905280178,0.0914565364800582,0.998386676377693,-0.420520558195038,-2.88853040891386,0.0756566820487157,0.00161009697506255,1,196.880624112932
0.05,50,Periodic,Prey,Yes,Default,1,2.54320209670695,2.04166653434144,-0.00022034738935317,2.35241068675739,-0.000239567258232004,1.41247269632728,0.998219906694574,0.908,132.565512962245
