Kernel,N,State,sMSE,Coverage,NLML
SqExp,5,Prey,1.00817873852337,0.998,14.1127682311811
SqExp,5,Predator,1.79431232107,0.164,18.193630454922
Matern 1/2,5,Prey,1.00816809652182,0.998,14.1127690724664
Matern 1/2,5,Predator,0.929904033567579,0.876,18.7786647447635
Matern 3/2,5,Prey,1.00817841061255,0.998,14.1127685728293
Matern 3/2,5,Predator,1.36553484580691,0.414,18.6499049618778
Matern 5/2,5,Prey,1.00817873529397,0.998,14.1127685316763
Matern 5/2,5,Predator,1.55766232381012,0.292,18.4822874650116
RatQuad,5,Prey,1.0081799318118,0.998,14.1127677355027
RatQuad,5,Predator,1.06242169247546,0.866,18.7788692453858
Periodic,5,Prey,1.00818001409439,0.998,14.1127688880168
Periodic,5,Predator,1.06246227869625,0.866,18.7788690853751
SqExp,10,Prey,1.00920853319232,0.838,24.6436847535778
SqExp,10,Predator,0.998250874430523,1,37.7419674163457
Matern 1/2,10,Prey,1.00920838749801,0.838,24.6436858025817
Matern 1/2,10,Predator,0.99825060005498,1,37.7419704503816
Matern 3/2,10,Prey,1.00920846707724,0.838,24.6436846822222
Matern 3/2,10,Predator,0.998250836860355,1,37.7419680647558
Matern 5/2,10,Prey,1.00920850208445,0.838,24.6436849375167
Matern 5/2,10,Predator,0.998250865987035,1,37.7419683733198
RatQuad,10,Prey,1.00920853053768,0.838,24.6436833473087
RatQuad,10,Predator,0.998250873340334,1,37.7419635899824
Periodic,10,Prey,1.00920856372278,0.838,24.6436883994221
Periodic,10,Predator,0.998250878933326,1,37.7419742656087
SqExp,25,Prey,1.00192380781494,0.924,68.19065767575
SqExp,25,Predator,1.00782145865313,0.94,96.5871428168098
Matern 1/2,25,Prey,0.06073695893892,0.992,68.2481808454738
Matern 1/2,25,Predator,0.0672365649940485,0.97,96.0997210177547
Matern 3/2,25,Prey,1.00192112220078,0.924,68.1906705019116
Matern 3/2,25,Predator,0.0545791254902779,0.748,93.6122937680707
Matern 5/2,25,Prey,1.00192371208837,0.924,68.1906742458612
Matern 5/2,25,Predator,1.00782145102854,0.94,96.5873418436184
RatQuad,25,Prey,1.00192378862214,0.924,68.1906564033696
RatQuad,25,Predator,1.00782145621963,0.94,96.5872153668766
Periodic,25,Prey,1.00192383327395,0.924,68.1906812250123
Periodic,25,Predator,1.00782145812586,0.94,96.587315181399
SqExp,50,Prey,0.999579375494715,0.914,132.933712111297
SqExp,50,Predator,0.999649650998791,1,194.021226671583
Matern 1/2,50,Prey,0.0245247785664833,0.954,131.86632845612
Matern 1/2,50,Predator,0.0249741780048741,0.946,183.082992433309
Matern 3/2,50,Prey,0.033353331109355,0.59,131.580488766675
Matern 3/2,50,Predator,0.0189616022181745,1,184.799107872487
Matern 5/2,50,Prey,0.0336507889306928,0.56,132.603905808762
Matern 5/2,50,Predator,0.0166196975810879,1,186.350040915468
RatQuad,50,Prey,0.0233742904824442,1,133.072586921979
RatQuad,50,Predator,0.0170318071018236,1,192.34276085643
Periodic,50,Prey,0.999580093798459,0.914,132.933803384726
Periodic,50,Predator,0.999649651756705,1,194.022420396021
