Kernel,N,State,RMSE,MAE,R2
SqExp,5,Prey,2.55033295572697,2.13209537071503,-0.00583722665392239
SqExp,5,Predator,3.63983926133162,2.98988665129737,-0.626833395964172
Matern 1/2,5,Prey,2.55031921256215,2.13208500485694,-0.00582638622658371
Matern 1/2,5,Predator,2.7892320668514,2.22089074409379,0.0446819848279602
Matern 3/2,5,Prey,2.55033255026331,2.1320950326882,-0.00583690682869187
Matern 3/2,5,Predator,3.35797285456293,2.74246987058852,-0.384627748254029
Matern 5/2,5,Prey,2.55033266908039,2.13209508484914,-0.00583700055027747
Matern 5/2,5,Predator,3.50426340671629,2.86969719102133,-0.507898661698684
RatQuad,5,Prey,2.55033513505937,2.1320971682791,-0.00583894568797172
RatQuad,5,Predator,2.94490931348854,2.41090332366564,-0.0649335752507443
Periodic,5,Prey,2.55033537154107,2.13209725895479,-0.00583913222229215
Periodic,5,Predator,2.94520002880866,2.41116838189055,-0.0651438416823669
SqExp,10,Prey,2.56126183166309,1.94797246203979,-0.014476273991058
SqExp,10,Predator,2.86212322438113,2.5303185445127,-0.00590119501103592
Matern 1/2,10,Prey,2.56126167747366,1.94797232290542,-0.0144761518469514
Matern 1/2,10,Predator,2.86212284097772,2.53031822359222,-0.0059009255146556
Matern 3/2,10,Prey,2.56126178391411,1.9479724147757,-0.0144762361657869
Matern 3/2,10,Predator,2.86212317085185,2.53031850451973,-0.00590115738500918
Matern 5/2,10,Prey,2.56126184612938,1.94797247787702,-0.0144762854508018
Matern 5/2,10,Predator,2.86212321393485,2.53031853826938,-0.0059011876682884
RatQuad,10,Prey,2.56126182991876,1.9479724604418,-0.0144762726092491
RatQuad,10,Predator,2.86212322288341,2.53031854407332,-0.00590119395827804
Periodic,10,Prey,2.56126185073773,1.94797248278256,-0.0144762891014005
Periodic,10,Predator,2.86212322979302,2.53031854954873,-0.00590119881507989
SqExp,25,Prey,2.54294704772307,2.05162446163044,-1.9740137752855e-05
SqExp,25,Predator,2.85684017629987,2.46761598520572,-0.00219113829202255
Matern 1/2,25,Prey,0.424575104739316,0.31888702758964,0.972123195458523
Matern 1/2,25,Predator,0.409994715108942,0.260402422862275,0.979358788401714
Matern 3/2,25,Prey,2.54294283133006,2.05162064773802,-1.64239281221779e-05
Matern 3/2,25,Predator,0.207247994498741,0.12519374461018,0.994725766632785
Matern 5/2,25,Prey,2.5429468486162,2.05162427200422,-1.95835392948762e-05
Matern 5/2,25,Predator,2.85683975670861,2.46761560326236,-0.00219084390340751
RatQuad,25,Prey,2.54294700062814,2.05162441640436,-1.97030973712042e-05
RatQuad,25,Predator,2.85684016981009,2.46761597979234,-0.00219113373874236
Periodic,25,Prey,2.54294707959629,2.05162449238492,-1.97652061839637e-05
Periodic,25,Predator,2.85684017728358,2.46761598629351,-0.00219113898220025
SqExp,50,Prey,2.54300709962171,2.04800452805084,-6.69717882910703e-05
SqExp,50,Predator,2.8542880322228,2.47959343752433,-0.000401333088079658
Matern 1/2,50,Prey,0.141125097819352,0.0749493415799069,0.996920058617182
Matern 1/2,50,Predator,0.102723462573605,0.0616054405454184,0.998704259692882
Matern 3/2,50,Prey,0.0357074894447212,0.0261451988249433,0.999802824671894
Matern 3/2,50,Predator,0.0294704492424934,0.0231736690114355,0.999893352131215
Matern 5/2,50,Prey,0.0316347174819561,0.024176853652967,0.999845238881515
Matern 5/2,50,Predator,0.0278704087483393,0.0223329335697539,0.999904618237126
RatQuad,50,Prey,0.0335180472779373,0.0259320490861542,0.999826263384222
RatQuad,50,Predator,0.0305993791683315,0.0242260517899454,0.999885024872733
Periodic,50,Prey,2.543007269929,2.04800469235176,-6.7105738922324e-05
Periodic,50,Predator,2.85428803343816,2.47959343891397,-0.000401333940025062
