Kernel,N,State,NLPD,MSLL,CRPS
SqExp,5,Prey,2.06010447897614,-0.375851448075485,1.25598226381379
SqExp,5,Predator,112.519375528036,110.002595869969,2.83966360280934
Matern 1/2,5,Prey,2.25334211173323,-0.182613815318392,1.25751403928679
Matern 1/2,5,Predator,2.59372847153946,0.0769488134724915,1.72567855769006
Matern 3/2,5,Prey,2.1216524920365,-0.314303435015123,1.17637380410814
Matern 3/2,5,Predator,7.68101810529742,5.16423844723045,2.30206840055981
Matern 5/2,5,Prey,2.18924531252924,-0.246710614522388,1.2007891414027
Matern 5/2,5,Predator,9.30361899790032,6.78683933983336,2.47037351126649
RatQuad,5,Prey,2.32265020805249,-0.113305718999139,1.36577943128988
RatQuad,5,Predator,4.4135058893606,1.89672623129363,2.22636666785259
Periodic,5,Prey,2.39107396183865,-0.0448819652129732,1.45375336115517
Periodic,5,Predator,2.56642653386056,0.0496468757935976,1.69711285379436
SqExp,10,Prey,3.27965507151435,0.694894571663866,1.46192374912071
SqExp,10,Predator,1.88974424187456,-0.60912776212444,1.0407019006625
Matern 1/2,10,Prey,2.51540511223171,-0.069355387618774,1.30666455168722
Matern 1/2,10,Predator,2.34258584237087,-0.156286161628136,1.43583894456779
Matern 3/2,10,Prey,2.44841678038026,-0.136343719470224,1.27199114719087
Matern 3/2,10,Predator,2.1973219604694,-0.301550043529601,1.3071035454645
Matern 5/2,10,Prey,2.31511812447752,-0.269642375372962,1.21993757328065
Matern 5/2,10,Predator,2.16872037539148,-0.330151628607524,1.24946915219214
RatQuad,10,Prey,2.5481011733854,-0.0366593264650819,1.3503972701327
RatQuad,10,Predator,2.4729194977076,-0.0259525062914058,1.65702324283117
Periodic,10,Prey,2.65821552954175,0.0734550296912738,1.41487555856992
Periodic,10,Predator,2.48513724755435,-0.0137347564446477,1.66747354741211
SqExp,25,Prey,-0.163916278747008,-2.51853826027642,0.125436291295502
SqExp,25,Predator,0.835752477959436,-1.63311710141618,0.249159849856735
Matern 1/2,25,Prey,1.25093476409843,-1.10368721743098,0.378221851791013
Matern 1/2,25,Predator,1.02475249806229,-1.44411708131333,0.315777055699545
Matern 3/2,25,Prey,0.538759674272399,-1.81586230725701,0.186519000844616
Matern 3/2,25,Predator,-0.0171195892509926,-2.48598916862661,0.126202995159727
Matern 5/2,25,Prey,0.222553614941014,-2.13206836658839,0.149467557745396
Matern 5/2,25,Predator,-0.270905850537477,-2.7397754299131,0.104635787971951
RatQuad,25,Prey,0.13380545964725,-2.22081652188216,0.135494829262637
RatQuad,25,Predator,0.327472681867495,-2.14139689750812,0.150827295717982
Periodic,25,Prey,2.35309410333028,-0.00152787819912646,1.41502737045502
Periodic,25,Predator,2.46853316382432,-0.000336415551294309,1.65386340632241
SqExp,50,Prey,-2.30419678800872,-4.65647619570327,0.0108841819319503
SqExp,50,Predator,-1.5018649661014,-3.96971200519197,0.0239061701603544
Matern 1/2,50,Prey,0.383151974943623,-1.96912743275093,0.156138077970034
Matern 1/2,50,Predator,0.266317104083535,-2.20152993500704,0.135189391926138
Matern 3/2,50,Prey,-1.30351352675035,-3.65579293444489,0.0330908246388353
Matern 3/2,50,Predator,-1.67049615774476,-4.13834319683533,0.0213327651975519
Matern 5/2,50,Prey,-2.07428771153794,-4.42656711923249,0.0164333038940536
Matern 5/2,50,Predator,-2.68466214189395,-5.15250918098452,0.00902175588365442
RatQuad,50,Prey,-1.55314573357838,-3.90542514127293,0.0215095509154103
RatQuad,50,Predator,-1.21908672104527,-3.68693376013584,0.0304073972916815
Periodic,50,Prey,2.35233319751265,5.3789818103203e-05,1.4137358724655
Periodic,50,Predator,2.46773990555509,-0.000107133535477749,1.65594498869733
