Kernel,N,State,RMSE,MAE,R2
SqExp,5,Prey,2.55585685589097,2.1577942582969,-0.0101991367969607
SqExp,5,Predator,3.82643565519948,3.12142029735958,-0.797908137344692
Matern 1/2,5,Prey,2.55584336646526,2.15778413195938,-0.010188473468757
Matern 1/2,5,Predator,2.75463753406498,2.20129116543607,0.0682324312950114
Matern 3/2,5,Prey,2.55585644024385,2.15779380879629,-0.0101988082290052
Matern 3/2,5,Predator,3.33808036740274,2.69635956285596,-0.368271388584075
Matern 5/2,5,Prey,2.55585685179752,2.15779412561752,-0.0101991335610949
Matern 5/2,5,Predator,3.56518485336861,2.89203762439683,-0.560783891593306
RatQuad,5,Prey,2.55585836845685,2.15779542518864,-0.0102003324767568
RatQuad,5,Predator,2.94438000479592,2.41123980917933,-0.0645507940635881
Periodic,5,Prey,2.55585847275502,2.15779539161841,-0.0102004149242378
Periodic,5,Predator,2.94443624428941,2.41129216618702,-0.0645914616194927
SqExp,10,Prey,2.55716185067881,1.95994618706098,-0.0112309951826817
SqExp,10,Predator,2.85407410139006,2.4970204939296,-0.000251377184893098
Matern 1/2,10,Prey,2.55716166609657,1.95994601877637,-0.0112308491964026
Matern 1/2,10,Predator,2.85407370915991,2.49702016912939,-0.000251102259499536
Matern 3/2,10,Prey,2.55716176691666,1.95994609701996,-0.0112309289351151
Matern 3/2,10,Predator,2.8540740476821,2.49702045456055,-0.000251339539434348
Matern 5/2,10,Prey,2.5571618112678,1.95994614382005,-0.0112309640124768
Matern 5/2,10,Predator,2.85407408931978,2.49702048619341,-0.000251368724484058
RatQuad,10,Prey,2.55716184731561,1.95994618336002,-0.0112309925227294
RatQuad,10,Predator,2.85407409983159,2.4970204935256,-0.000251376092518685
Periodic,10,Prey,2.55716188935829,1.95994622938505,-0.0112310257743242
Periodic,10,Predator,2.85407410782699,2.49702050038598,-0.00025138169672001
SqExp,25,Prey,2.5479160115358,2.11801247153994,-0.00393167115725701
SqExp,25,Predator,2.8677229742436,2.44748384021727,-0.00984114093499899
Matern 1/2,25,Prey,0.627327435545494,0.505851697897342,0.939141323708497
Matern 1/2,25,Predator,0.740709908051736,0.58295631540421,0.932628692390733
Matern 3/2,25,Prey,2.54791259674325,2.11800942526732,-0.0039289801611031
Matern 3/2,25,Predator,0.667357708727117,0.536051240708686,0.945311497504732
Matern 5/2,25,Prey,2.54791588981831,2.11801235365341,-0.00393157523884269
Matern 5/2,25,Predator,2.86772296339584,2.4474838306837,-0.00984113329512626
RatQuad,25,Prey,2.54791598713192,2.11801244792453,-0.00393165192599265
RatQuad,25,Predator,2.86772297078138,2.44748383907017,-0.00984113849662083
Periodic,25,Prey,2.54791604390723,2.11801250247721,-0.0039316966672851
Periodic,25,Predator,2.86772297349344,2.44748383928579,-0.00984114040667095
SqExp,50,Prey,2.5449332921715,2.01841339152969,-0.00158254057586649
SqExp,50,Predator,2.85607300495178,2.47028494878284,-0.00165295691261602
Matern 1/2,50,Prey,0.398630300651183,0.326942680722838,0.975426073580678
Matern 1/2,50,Predator,0.451430602367605,0.365445483218355,0.97497577354221
Matern 3/2,50,Prey,0.464876258618173,0.384270191935369,0.96657982854774
Matern 3/2,50,Predator,0.393353402191492,0.318046544374483,0.981000398578983
Matern 5/2,50,Prey,0.466944629763502,0.387417959101171,0.966281774618544
Matern 5/2,50,Predator,0.368262039040426,0.293819126719035,0.983346996411736
RatQuad,50,Prey,0.389167870732605,0.316451752729345,0.97657886725206
RatQuad,50,Predator,0.372799876576833,0.293711316578802,0.982934061020217
Periodic,50,Prey,2.54493420657351,2.01841432915875,-0.0015832603190975
Periodic,50,Predator,2.85607300603449,2.47028495005748,-0.00165295767204943
