Kernel,N,State,sMSE,Coverage,NLML
SqExp,5,Prey,1.00573751124485,0.992,14.0580618329697
SqExp,5,Predator,1.70552724729468,0.142,18.400140634779
Matern 1/2,5,Prey,1.0057300885067,0.992,14.0580624753609
Matern 1/2,5,Predator,0.942774077375481,0.866,19.2419732110536
Matern 3/2,5,Prey,1.00573658881404,0.992,14.0580619273504
Matern 3/2,5,Predator,1.38179613422926,0.334,18.9764333268542
Matern 5/2,5,Prey,1.00573718885317,0.992,14.0580619476301
Matern 5/2,5,Predator,1.53683631446627,0.238,18.7069867176173
RatQuad,5,Prey,1.0057387085538,0.992,14.0580611021468
RatQuad,5,Predator,1.06263201176349,0.85,19.2431257333457
Periodic,5,Prey,1.00573883319031,0.992,14.0580623635797
Periodic,5,Predator,1.06275213100502,0.85,19.243123708867
SqExp,10,Prey,1.01086199008715,0.834,24.5403737864733
SqExp,10,Predator,1.00029378305851,1,38.3307863709978
Matern 1/2,10,Prey,1.01086186261266,0.834,24.5403757042639
Matern 1/2,10,Predator,1.00029351379088,1,38.3307901865968
Matern 3/2,10,Prey,1.01086194046689,0.834,24.5403744260185
Matern 3/2,10,Predator,1.00029374584037,1,38.3307875947267
Matern 5/2,10,Prey,1.01086201036376,0.834,24.5403817237592
Matern 5/2,10,Predator,1.00029377521752,1,38.3307879188049
RatQuad,10,Prey,1.01086198770796,0.834,24.5403723683747
RatQuad,10,Predator,1.00029378196297,1,38.3307825143932
Periodic,10,Prey,1.01086201048026,0.834,24.5403777223103
Periodic,10,Predator,1.00029378711029,1,38.3307877727239
SqExp,25,Prey,0.99874713703956,0.918,67.3701966397568
SqExp,25,Predator,1.0031202093606,0.954,97.5762291902655
Matern 1/2,25,Prey,0.0364869395844117,0.994,67.4355777041234
Matern 1/2,25,Predator,0.0343895279928051,0.996,97.2257191112916
Matern 3/2,25,Prey,0.998745074336379,0.918,67.3702154140945
Matern 3/2,25,Predator,0.0184615485451989,0.868,93.0747528582971
Matern 5/2,25,Prey,0.998747013008999,0.918,67.3702144402636
Matern 5/2,25,Predator,1.00311998167217,0.954,97.5763633992344
RatQuad,25,Prey,0.998747109009065,0.918,67.3701962880969
RatQuad,25,Predator,1.00312020584333,0.954,97.576295221375
Periodic,25,Prey,0.998747161877644,0.918,67.3702201856677
Periodic,25,Predator,1.00312020942742,0.954,97.5763994052565
SqExp,50,Prey,0.998535050662702,0.91,132.612569336601
SqExp,50,Predator,0.998886395936474,1,196.370373029271
Matern 1/2,50,Prey,0.00738336686872946,0.988,130.860200448349
Matern 1/2,50,Predator,0.00709248572091751,0.978,175.37434839503
Matern 3/2,50,Prey,0.00843426554752131,0.746,130.00316787122
Matern 3/2,50,Predator,0.00703100040024859,0.938,181.019055721391
Matern 5/2,50,Prey,0.00880417179740503,0.496,130.746758584934
Matern 5/2,50,Predator,0.00533778064702905,1,185.536813528809
RatQuad,50,Prey,0.00747221230839886,0.972,132.85556672563
RatQuad,50,Predator,0.00611453479074034,1,194.669397055579
Periodic,50,Prey,0.998535288320931,0.91,132.612647231837
Periodic,50,Predator,0.998886396807528,1,196.371272553615
