Model,RMSE,MAE,R2,NLPD,MSLL,CRPS,sMSE,Coverage,NLML
naive,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN
deriv_encoding,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
proper_deriv_obs,0.705055243205537,0.476288859579244,0.971052210471705,1.84147684049142,-1.11620955540416,0.829508591437524,0.028889893949238,0.984,NaN
