Model,RMSE,MAE,R2,NLPD,MSLL,CRPS,sMSE,Coverage,NLML
naive,2.67579748720107,2.03822472643118,0.58305804710915,2.12589644594037,-0.831789949955214,1.35455950568814,0.416108068985069,1,28.8558492083815
pseudo_obs,0.651579462274706,0.496427387715933,0.975276845266191,1.49628410573153,-1.46140229016405,0.538622633069148,0.0246737084243417,1,36.720358061167
