RMSE,MAE,R2,NLPD,MSLL,CRPS,sMSE,Coverage,NLML
0.630876176743443,0.230867590253975,0.396663378030278,2.48985649407405,1.25879699686067,0.21527773173844,0.602129948725783,0.864,-4.0880509249953
