Encoding_ID,Label,RMSE,MAE,R2,NLPD,MSLL,CRPS,sMSE,Coverage,NLML
vanilla,vanilla,0.148054139914711,0.0647695825377865,0.966771361791588,0.685354020606437,-0.533839061991987,0.0526884177968887,0.0331621809319947,0.73,854.550937942503
mean_only,mean,0.883589217796521,0.716088013718521,-0.183510859072136,2.89425162928913,1.6750585466907,0.505054809334599,1.18114383735399,0.866,9293.71910064545
matern_only,Matern32,0.18304798880074,0.0796770316958707,0.949207293511197,-0.695361475822906,-1.91455455842133,0.0693909301563081,0.0506911210758255,0.924,589.695542035936
pseudo_only,pseudo,0.174339989276418,0.102471237939706,0.953924987508252,-0.506541299703548,-1.72573438230197,0.0750158835972777,0.0459828624667648,0.954,9.35202887519779
deriv_only,deriv,0.167234716933069,0.0785921276247317,0.957604055925635,-0.591065962453042,-1.81025904505147,0.0671059154591842,0.042311152186216,0.954,5.85277473626766
full,mean+Matern32+pseudo+deriv,0.100286730397562,0.0805182424777079,0.984753913598585,-0.194375902138502,-1.41356898473693,0.0708539328477772,0.0152155942286122,0.914,103.500028681821
