RMSE,MAE,R2,NLPD,MSLL,CRPS,sMSE,Coverage,NLML
1.89720521654737,1.41190402904469,0.790396884638377,118.869277956197,115.911591560301,0.980323749138931,0.2091839091309,0.882,108681976.571558
