Model,RMSE,MAE,R2,NLPD,MSLL,CRPS,sMSE,Coverage,NLML
naive,2.67579748720107,2.03822472643118,0.58305804710915,2.12589644594037,-0.831789949955214,1.35455950568814,0.416108068985069,1,28.8558492083815
gpml_fixed_mean,0.429839699950267,0.343917619771163,0.989240745959513,1.93885967667906,-1.01882671921651,0.864690794745184,0.0107377355324056,1,30.404533773967
