Kernel,N,State,NLPD,MSLL,CRPS
SqExp,5,M1,6.64996255138721,-0.0642039326630827,98.2009464719398
SqExp,5,M2,5.99782667202698,0.00127339362790867,53.3070566663712
Matern 1/2,5,M1,6.64996197521353,-0.0642045088367598,98.2008826399787
Matern 1/2,5,M2,5.99782633239202,0.00127305399294374,53.3070370914419
Matern 3/2,5,M1,6.64996215263093,-0.0642043314193627,98.2008979125873
Matern 3/2,5,M2,5.99782624977786,0.00127297137878254,53.3070358545543
Matern 5/2,5,M1,6.64996229939562,-0.0642041846546705,98.2009172415874
Matern 5/2,5,M2,5.99782653528688,0.00127325688780675,53.3070497823153
RatQuad,5,M1,6.64996248473853,-0.0642039993117641,98.2009665665301
RatQuad,5,M2,5.9978266386725,0.00127336027342435,53.3070552824203
SqExp,10,M1,2.20500293527714,-4.32799611922882,1.15846027198011
SqExp,10,M2,1.36996548348211,-4.56633511957612,0.443606645517893
Matern 1/2,10,M1,5.30013900565254,-1.23286004885342,21.1167886565887
Matern 1/2,10,M2,5.14480951605899,-0.79149108699924,20.1666743991708
Matern 3/2,10,M1,3.59167591720655,-2.94132313729941,4.13294960505722
Matern 3/2,10,M2,4.33093391256795,-1.60536669049028,9.43089335805196
Matern 5/2,10,M1,2.87672045735819,-3.65627859714777,2.31157049736001
Matern 5/2,10,M2,3.91803850325968,-2.01826209979855,6.63108181209649
RatQuad,10,M1,2.20500241038738,-4.32799664411857,1.15845981343012
RatQuad,10,M2,5.92773858644263,-0.00856201661560322,50.714756366271
SqExp,25,M1,1.65992085654802,-4.82449398642387,0.517787576622672
SqExp,25,M2,1.01809453271321,-4.89774124960282,0.267394207236509
Matern 1/2,25,M1,4.19332656746981,-2.29108827550207,6.63879736867796
Matern 1/2,25,M2,3.86244056041717,-2.05339522189886,4.79763446290845
Matern 3/2,25,M1,2.06069672052031,-4.42371812245158,0.7628481729612
Matern 3/2,25,M2,1.67582986916174,-4.24000591315429,0.52255169652398
Matern 5/2,25,M1,1.77018894096627,-4.71422590200561,0.56609801859919
Matern 5/2,25,M2,1.13727667541802,-4.77855910689801,0.292433967688585
RatQuad,25,M1,1.65992063567998,-4.82449420729191,0.517787463805082
RatQuad,25,M2,1.01809418023688,-4.89774160207915,0.267394112681879
SqExp,50,M1,1.52434048423506,-4.95208557664363,0.441258959596758
SqExp,50,M2,0.921497269236298,-4.99238923170483,0.23899224925629
Matern 1/2,50,M1,3.49326941834605,-2.98315664253263,3.24793488370125
Matern 1/2,50,M2,3.13869029574326,-2.77519620519787,2.28867058494551
Matern 3/2,50,M1,1.70933331237362,-4.76709274850507,0.518305872791514
Matern 3/2,50,M2,1.16898125954254,-4.74490524139859,0.300551184735365
Matern 5/2,50,M1,1.59864335534687,-4.87778270553181,0.466896032359854
Matern 5/2,50,M2,1.00051760473914,-4.91336889620199,0.25419328615121
RatQuad,50,M1,1.52433977033907,-4.95208629053962,0.441258641258253
RatQuad,50,M2,0.921496723365593,-4.99238977757554,0.238992117124333
