Kernel,N,State,RMSE,MAE,R2
SqExp,5,M1,167.430988377548,128.177004193371,-0.140354030343874
SqExp,5,M2,97.0363440570045,71.069996496201,-0.174956914207425
Matern 1/2,5,M1,167.430848101905,128.17693568476,-0.140352119540744
Matern 1/2,5,M2,97.0363120525415,71.0699695934684,-0.174956139160522
Matern 3/2,5,M1,167.430882990959,128.176946370988,-0.140352594791404
Matern 3/2,5,M2,97.0363077087814,71.0699660520493,-0.174956033968407
Matern 5/2,5,M1,167.430929055442,128.176970429374,-0.140353222271352
Matern 5/2,5,M2,97.0363313591189,71.0699883367401,-0.174956606704754
RatQuad,5,M1,167.431060095759,128.177061592402,-0.140355007273758
RatQuad,5,M2,97.0363411426594,71.0699955955057,-0.17495684363119
SqExp,10,M1,2.32507269967093,1.13299026435824,0.999780091967209
SqExp,10,M2,0.720188812105175,0.364368705869499,0.999935278908806
Matern 1/2,10,M1,19.1514589808589,13.9130045862208,0.985079899477583
Matern 1/2,10,M2,29.9245328647646,20.6875412934412,0.888260210439341
Matern 3/2,10,M1,4.07722477086092,1.84655675142649,0.999323765493334
Matern 3/2,10,M2,11.7301145150335,5.9354987776437,0.982830502146971
Matern 5/2,10,M1,4.43454019657979,2.03696921057273,0.999200045636557
Matern 5/2,10,M2,10.3385620289984,4.03748135758147,0.986662532768109
RatQuad,10,M1,2.32507222317856,1.13298998814957,0.999780092057343
RatQuad,10,M2,90.4724241988986,67.1290010441954,-0.0213757551682334
SqExp,25,M1,0.46010162791154,0.271164614027458,0.99999138856437
SqExp,25,M2,0.191653050138029,0.136678317997225,0.999995416633768
Matern 1/2,25,M1,2.46707028333629,1.66807727238568,0.999752411160567
Matern 1/2,25,M2,2.14528836042358,1.41445932255017,0.999425719006822
Matern 3/2,25,M1,0.545429789288594,0.141374621395013,0.999987898318258
Matern 3/2,25,M2,0.260659570336094,0.0740752612246511,0.999991521862807
Matern 5/2,25,M1,0.411740047584104,0.120945398640528,0.999993103730251
Matern 5/2,25,M2,0.0874426309990722,0.0321022271540561,0.999999045887639
RatQuad,25,M1,0.460101540131298,0.271164559002697,0.999991388567655
RatQuad,25,M2,0.191652979679523,0.136678267738837,0.999995416637139
SqExp,50,M1,0.294120272610902,0.180647125514685,0.999996481010755
SqExp,50,M2,0.128710247065159,0.0921306249032913,0.999997932815034
Matern 1/2,50,M1,0.60682732507832,0.410392281768537,0.999985020466897
Matern 1/2,50,M2,0.492727171409856,0.3242140376205,0.999969705337814
Matern 3/2,50,M1,0.158836332674583,0.0421804984510522,0.999998973715612
Matern 3/2,50,M2,0.0387867488380556,0.0132290576235449,0.99999981227598
Matern 5/2,50,M1,0.203931674717928,0.0603364065641402,0.999998308245301
Matern 5/2,50,M2,0.0487098185002925,0.0180237478189395,0.999999703935652
RatQuad,50,M1,0.294120025580699,0.180646959405767,0.999996481016666
RatQuad,50,M2,0.128710153722526,0.0921305434533816,0.999997932818032
