Kernel,N,State,RMSE,MAE,R2
SqExp,5,M1,167.3599241512,128.082859168627,-0.139386214531587
SqExp,5,M2,97.0343727372179,71.0682797224725,-0.17490917555221
Matern 1/2,5,M1,167.359782387058,128.082789840519,-0.139384284272098
Matern 1/2,5,M2,97.0343411657961,71.0682533743075,-0.174908411007728
Matern 3/2,5,M1,167.359817174294,128.082800346237,-0.13938475793469
Matern 3/2,5,M2,97.0343346323774,71.068247631678,-0.174908252792228
Matern 5/2,5,M1,167.359862462866,128.082823742225,-0.139385374583498
Matern 5/2,5,M2,97.034361231052,71.0682726095615,-0.174908896914884
RatQuad,5,M1,167.359999422539,128.082918713431,-0.139387239426237
RatQuad,5,M2,97.0343698003558,71.0682787739553,-0.174909104432128
SqExp,10,M1,2.7892570992321,1.69288392851353,0.999683520842248
SqExp,10,M2,0.809828022965796,0.615634781584343,0.999918165074458
Matern 1/2,10,M1,18.7088148599587,13.6661579627494,0.985761620161692
Matern 1/2,10,M2,30.1875993390993,20.8763223274033,0.886286966729285
Matern 3/2,10,M1,4.17376248005721,2.03348445001379,0.999291363559942
Matern 3/2,10,M2,12.0221395329832,6.31770670766668,0.981964980410839
Matern 5/2,10,M1,4.68682041445419,2.43795751986603,0.999106438094204
Matern 5/2,10,M2,10.5633438509448,4.37388243041153,0.986076259402361
RatQuad,10,M1,2.78925656425769,1.69288384646151,0.999683520963648
RatQuad,10,M2,90.5144316624012,67.1296665463061,-0.0223244501079838
SqExp,25,M1,1.29750866132972,1.01346762971521,0.999931516089491
SqExp,25,M2,0.716633555521412,0.575965318183709,0.99993591633091
Matern 1/2,25,M1,2.71944882398143,2.07715635254742,0.9996991640033
Matern 1/2,25,M2,2.63621899190224,1.83281638933461,0.99913280641043
Matern 3/2,25,M1,1.53518018128653,1.19354054099336,0.999904129116378
Matern 3/2,25,M2,1.01204904225164,0.813893671874635,0.999872192539284
Matern 5/2,25,M1,1.39600496749017,1.07386620603752,0.999920723960165
Matern 5/2,25,M2,0.841616113747428,0.675198026527064,0.999911614469313
RatQuad,25,M1,1.29750857285891,1.01346755478425,0.99993151609883
RatQuad,25,M2,0.716633759179638,0.575965476218156,0.999935916294486
SqExp,50,M1,0.789770457350677,0.680099903867933,0.999974627118667
SqExp,50,M2,0.373702240019092,0.303326301617954,0.999982573727856
Matern 1/2,50,M1,1.36665414464125,1.12942243729585,0.999924022453426
Matern 1/2,50,M2,0.883073786815134,0.722173313864054,0.999902692329335
Matern 3/2,50,M1,1.17976379297706,0.978806420437171,0.999943381527698
Matern 3/2,50,M2,0.695101027950077,0.556989171088969,0.999939709490854
Matern 5/2,50,M1,0.99343699256919,0.808001320169358,0.99995985340883
Matern 5/2,50,M2,0.467228517123606,0.37700158454473,0.999972759707052
RatQuad,50,M1,0.789770546456932,0.680099938411991,0.999974627112941
RatQuad,50,M2,0.373681077668953,0.303277940874022,0.999982575701462
