Noise,N,Kernel,Regular,Optimization,N_per_Time,RMSE,MAE,R2,NLPD,MSLL,CRPS,sMSE,Coverage,NLML
0.05,50,SqExp,No,Default,1,9.8887544517569,8.43246287846529,0.999119322810353,4.11756281560193,-3.11263822672109,6.8840423650051,0.000878915835267666,1,484.521472110298
0.05,50,Matern 1/2,No,Default,1,16.278427180769,12.7421911603436,0.9976135164561,4.4774231428341,-2.75277789948893,9.59757044639864,0.00238171057681268,0.932,314.185334463398
0.05,50,Matern 3/2,No,Default,1,11.4282635576807,9.51795648135639,0.998823765111946,4.10274066245084,-3.12746037987219,7.22615306467329,0.00117388241827736,1,361.480163897541
0.05,50,Matern 5/2,No,Default,1,10.2518623581666,8.64965466356065,0.999053459730662,4.08567462911325,-3.14452641320977,6.83649739435775,0.000944647188799173,1,396.535188047989
0.05,50,RatQuad,No,Default,1,9.68876513784077,8.20103873191259,0.999154584085983,4.09507861596183,-3.13512242636119,6.73379610126457,0.000843725082189267,1,366.359284567612
0.1,5,SqExp,No,Default,1,90.0173751478829,58.7267562289758,0.927022958698888,11.1485593273048,3.91478128346385,49.5229141683303,0.0728310872185094,0.544,47.5776396406938
0.1,5,Matern 1/2,No,Default,1,152.728872670894,90.4127395861505,0.789924283205568,6.25324730570745,-0.98053073813355,76.346579349126,0.209655565360843,0.998,53.1158638968885
0.1,5,Matern 3/2,No,Default,1,114.245096130955,74.7435812128997,0.882453772195221,6.34301005047848,-0.890767993362523,56.6075218730937,0.11731113534917,0.72,48.6885258526353
0.1,5,Matern 5/2,No,Default,1,102.680777325781,67.4565130468627,0.905046307645552,7.05765089756304,-0.176127146277962,52.436903443337,0.0947637849697391,0.68,47.3807632019995
0.1,5,RatQuad,No,Default,1,90.0173611126841,58.7267482243696,0.927022981455544,11.1494959645633,3.91571792072232,49.5230412003167,0.072831064507367,0.544,47.5776398109603
0.1,10,SqExp,No,Default,1,50.7389668631872,41.2828448545453,0.976814482076679,5.59596287718921,-1.64937462311826,28.4543500988449,0.0231391468874744,0.836,94.9163656938952
0.1,10,Matern 1/2,No,Default,1,36.4854360862614,26.4826760533235,0.988011284763012,5.66265889040981,-1.58267860989766,30.7593468236835,0.0119647378065144,0.992,82.2921624717354
0.1,10,Matern 3/2,No,Default,1,44.7162693459083,35.9505874171341,0.981992032895178,7.1972264751405,-0.0481110251669684,26.0827771460985,0.0179719511706121,0.8,86.069965039264
0.1,10,Matern 5/2,No,Default,1,55.2749171204275,42.4931595110045,0.97248371734929,5.66850572758044,-1.57683177272702,29.0179826566666,0.0274612500854085,0.838,89.3701234464176
0.1,10,RatQuad,No,Default,1,52.9773922444594,42.3172395133088,0.974723629337331,5.62909763830998,-1.61623986199748,28.9005659619129,0.0252258179213433,0.83,93.4628700637665
0.1,25,SqExp,No,Default,1,31.4196821932087,25.2908926504617,0.991109275812379,4.7958199399195,-2.43650560729919,17.2676647195327,0.00887294273924612,0.934,250.829478841827
0.1,25,Matern 1/2,No,Default,1,33.6885630803864,26.9131416830327,0.9897788788355,5.24073353025097,-1.99159201696772,19.6430843953879,0.0102006789221707,0.94,174.186026929256
0.1,25,Matern 3/2,No,Default,1,31.5757029078661,24.1824917964617,0.991020759245823,4.812992386558,-2.4193331606607,17.375997107483,0.00896128227266827,0.964,207.689538477465
0.1,25,Matern 5/2,No,Default,1,32.0774536592283,24.8555676707249,0.990733124373124,4.81031289358071,-2.42201265363798,17.5052913223157,0.00924834187562274,0.934,222.123251952031
0.1,25,RatQuad,No,Default,1,32.5299766379129,25.4658121604086,0.990469820852149,4.82496156670314,-2.40736398051555,17.7289590520788,0.00951111878955504,0.914,231.812865715799
0.1,50,SqExp,No,Default,1,17.5917475318732,14.9559447713594,0.997212906560472,4.80171949747415,-2.43000399358315,13.1776754406885,0.00278151925264853,1,474.517977869371
0.1,50,Matern 1/2,No,Default,1,32.6221294726819,25.4905657337297,0.990415749065425,5.65461441362259,-1.57710907743471,18.8339028106855,0.00956508243270638,0.858,331.607696814245
0.1,50,Matern 3/2,No,Default,1,19.3346931036222,16.0288112918609,0.996633271249108,4.75442612234544,-2.47729736871186,13.1533297725413,0.00335999529338987,1,370.167969582632
0.1,50,Matern 5/2,No,Default,1,17.5974952042056,14.4963320218419,0.997211085034012,4.75682173150993,-2.47490175954737,12.7626775250735,0.00278333713605602,1,399.061764476277
0.1,50,RatQuad,No,Default,1,17.0587715881518,14.0630592647969,0.997379229026081,4.76617891510086,-2.46554457595644,12.7309463994555,0.0026155294319714,1,376.953393940386
0.2,5,SqExp,No,Default,1,105.879617398875,69.7032723348731,0.899037920201872,53.7306939013849,46.4932186537649,65.1131295400847,0.100760155638532,0.334,43.5377119201461
0.2,5,Matern 1/2,No,Default,1,152.021802173653,100.675811634432,0.791864905222753,6.30023508061821,-0.93724016700176,78.3120715249895,0.207718824587693,0.99,51.3691479998923
0.2,5,Matern 3/2,No,Default,1,122.409554700441,85.1329347183291,0.865052700549018,9.40318592919783,2.16571068157786,66.9468889657927,0.13467740485208,0.64,45.9822118353305
0.2,5,Matern 5/2,No,Default,1,113.797545139867,75.81741692855,0.883372934377358,14.2758997911656,7.03842454354563,65.3020059878344,0.116393811491397,0.518,44.4203909654024
0.2,5,RatQuad,No,Default,1,105.879619266854,69.7032706276723,0.899037916639429,53.730707507642,46.493232260022,65.1131300091677,0.10076015919385,0.334,43.5377122858838
0.2,10,SqExp,No,Default,1,119.4759067762,90.7868450093982,0.871443443053755,6.08052836776466,-1.17136403115204,61.1467880700794,0.128299443832353,0.908,91.7236741750505
0.2,10,Matern 1/2,No,Default,1,54.0270044289868,41.4661917260886,0.973712133620581,6.14173638052151,-1.11015601839519,39.1752677748553,0.0262352906466599,0.968,84.4426326981749
0.2,10,Matern 3/2,No,Default,1,84.8018102612682,68.0704261044209,0.935234487242784,7.88225799658587,0.630365597669178,47.8477238833189,0.0646359817317012,0.778,88.377147696118
0.2,10,Matern 5/2,No,Default,1,100.368471456116,78.5977987799688,0.909274748210208,6.26842925564872,-0.98346314326797,53.0781698087346,0.0905438012862119,0.836,89.3869425729291
0.2,10,RatQuad,No,Default,1,119.475899903386,90.7868400708696,0.871443457844105,6.08052829613262,-1.17136410278408,61.1467835354909,0.128299429071584,0.908,91.7236737386532
0.2,25,SqExp,No,Default,1,56.5098791305937,45.9604928792733,0.971240434623989,5.40966193493761,-1.82271075723845,31.4632384490124,0.0287020462452591,0.976,251.648858613268
0.2,25,Matern 1/2,No,Default,1,63.0153814650514,49.8833682553368,0.964237596327919,6.47634960576636,-0.756023086409701,36.3416847533753,0.0356908788647365,0.882,188.032576957327
0.2,25,Matern 3/2,No,Default,1,58.4067326463016,45.8467807695522,0.969277299613473,5.439128929466,-1.79324376271006,32.3852762100176,0.0306612549857537,0.964,221.959066801556
0.2,25,Matern 5/2,No,Default,1,59.0349722267238,46.4188346732607,0.968612820700416,5.43897645747142,-1.79339623470464,32.5706876309703,0.0313244049409847,0.954,233.281738654965
0.2,25,RatQuad,No,Default,1,59.2994181390446,46.9265099353238,0.968330994479046,5.44090368883533,-1.79146900334074,32.6658099651938,0.0316056675099116,0.94,238.329908821937
0.2,50,SqExp,No,Default,1,32.7306232136616,27.6332913659635,0.990351893003564,5.46689743659006,-1.77046114322214,25.3013640900738,0.00962881078244281,1,429.855358110295
0.2,50,Matern 1/2,No,Default,1,48.9220253846927,39.2070721176712,0.978445278341286,5.45173927435902,-1.78561930545318,29.230345804108,0.021511612215397,0.998,347.505086340681
0.2,50,Matern 3/2,No,Default,1,31.8511932815739,25.4488632022298,0.990863392324113,5.42153289595311,-1.81582568385909,24.2857889227974,0.00911833446053508,1,375.245657472644
0.2,50,Matern 5/2,No,Default,1,30.5010495204342,24.6812443431835,0.991621560682223,5.43258116627807,-1.80477741353412,24.2197450344397,0.00836168243914178,1,393.201311463861
0.2,50,RatQuad,No,Default,1,30.6884808083948,25.9526442468464,0.991518271991827,5.44553404381847,-1.79182453599373,24.504328212437,0.00846476455215626,1,392.966329154927
