Kernel,N,State,NLPD,MSLL,CRPS
SqExp,5,X,-2.68328691826879,-1.68792803949774,0.00816743639050016
SqExp,5,Y,-5.98879171712511,4.39321475269141,0.000233714664553804
SqExp,5,Z,-2.68364003382664,-1.68828292491129,0.00816412393769956
Matern 1/2,5,X,-2.242189993791,-1.24683111501995,0.0116149584992641
Matern 1/2,5,Y,-5.98879171711552,4.39321475270101,0.000233714664556766
Matern 1/2,5,Z,-2.24231111550129,-1.24695400658594,0.0116128077722882
Matern 3/2,5,X,-3.03551277946216,-2.04015390069111,0.00689093215278864
Matern 3/2,5,Y,-5.98879171713876,4.39321475267776,0.000233714664551123
Matern 3/2,5,Z,-3.03673222459813,-2.04137511568278,0.00688728151879676
Matern 5/2,5,X,-2.85798272606526,-1.86262384729421,0.0064678799339785
Matern 5/2,5,Y,-5.98879171711094,4.39321475270559,0.000233714664557453
Matern 5/2,5,Z,-2.85990195452734,-1.864544845612,0.00646406776857986
RatQuad,5,X,-2.76357478018574,-1.76821590141469,0.00769688392257406
RatQuad,5,Y,-5.98879171720241,4.39321475261412,0.000233714664535399
RatQuad,5,Z,-2.76395295389974,-1.76859584498439,0.0076935437962124
SqExp,10,X,-4.38158200544043,-3.24414989763219,0.00154760163015753
SqExp,10,Y,-5.98879850617999,4.60531312620975,0.000233709247836345
SqExp,10,Z,-4.38302195864448,-3.24562604201777,0.00154528807494314
Matern 1/2,10,X,-3.11298920850412,-1.97555710069588,0.00465370326029374
Matern 1/2,10,Y,-5.98879850617738,4.60531312621236,0.000233709247833982
Matern 1/2,10,Z,-3.11314728684531,-1.9757513702186,0.00465249233237084
Matern 3/2,10,X,-4.55251440627871,-3.41508229847046,0.00139343562639116
Matern 3/2,10,Y,-5.98879850623161,4.60531312615813,0.000233709247822693
Matern 3/2,10,Z,-4.55429662298355,-3.41690070635684,0.0013916543336105
Matern 5/2,10,X,-4.76476972060523,-3.62733761279699,0.000991365425264449
Matern 5/2,10,Y,-5.9887985062593,4.60531312613043,0.00023370924781682
Matern 5/2,10,Z,-4.76771751344988,-3.63032159682317,0.00098972685637153
RatQuad,10,X,-4.77082039457092,-3.63338828676268,0.00103009630116718
RatQuad,10,Y,-5.98879850618989,4.60531312619985,0.000233709247834011
RatQuad,10,Z,-4.77353898987025,-3.63614307324354,0.00102751873624983
SqExp,25,X,-5.71618280409889,-4.52540151939521,0.000371660550633075
SqExp,25,Y,-5.98880087366968,4.69212094047729,0.000233707358853943
SqExp,25,Z,-5.71685715197975,-4.52613820596769,0.000371258216442933
Matern 1/2,25,X,-4.06457617720856,-2.87379489250487,0.0017065349012043
Matern 1/2,25,Y,-5.98880087387269,4.69212094027428,0.000233707358780194
Matern 1/2,25,Z,-4.06476553002104,-2.87404658400898,0.00170605877442814
Matern 3/2,25,X,-5.58400759400898,-4.3932263093053,0.00038485301825131
Matern 3/2,25,Y,-5.98880087377769,4.69212094036929,0.00023370735882261
Matern 3/2,25,Z,-5.58480389653219,-4.39408495052013,0.000384304926262608
Matern 5/2,25,X,-5.69348889765581,-4.50270761295212,0.000353073737825996
Matern 5/2,25,Y,-5.98880087365456,4.69212094049242,0.000233707358856424
Matern 5/2,25,Z,-5.69421790801892,-4.50349896200686,0.000352609673278795
RatQuad,25,X,-5.71940220146979,-4.5286209167661,0.00036500548752069
RatQuad,25,Y,-5.98880087375671,4.69212094039026,0.000233707358833085
RatQuad,25,Z,-5.72015754701024,-4.52943860099818,0.000364529856025079
SqExp,50,X,-5.84034856280325,-4.64129196137586,0.000306023395649555
SqExp,50,Y,-5.98880124708998,4.70662361917009,0.000233707061000777
SqExp,50,Z,-5.84060370738338,-4.64161557769623,0.000305865389910945
Matern 1/2,50,X,-4.69852994952043,-3.49947334809304,0.000880735112534973
Matern 1/2,50,Y,-5.98880124711052,4.70662361914955,0.000233707060951265
Matern 1/2,50,Z,-4.69870501231504,-3.49971688262789,0.000880536524648761
Matern 3/2,50,X,-5.76193759193181,-4.56288099050442,0.000304799728042057
Matern 3/2,50,Y,-5.98880124707454,4.70662361918552,0.000233707061003035
Matern 3/2,50,Z,-5.76218687570907,-4.56319874602192,0.000304653496882959
Matern 5/2,50,X,-5.82150949841392,-4.62245289698653,0.000294961799992417
Matern 5/2,50,Y,-5.9888012470585,4.70662361920157,0.000233707061007816
Matern 5/2,50,Z,-5.82176072012192,-4.62277259043476,0.0002948191116735
RatQuad,50,X,-5.84078713655777,-4.64173053513038,0.000303584159490603
RatQuad,50,Y,-5.98880124698355,4.70662361927653,0.000233707061025557
RatQuad,50,Z,-5.84104642340755,-4.6420582937204,0.000303425055367386
